isLethe,fileName,LogicalAxiomsSize,RolesSize,ConceptsSize,GCISize,GCIRolesSize,GCIConceptSize,rate,time,memory,timeOut,MemoryOut,isSuccess,isExtra,afterForgettingAxiomsSize,beforeForgettingAxiomsSize,definer,optimizenum1,optimizenum2,optimizenum3,optimizenum4,optimizetim3,depthMean,depthMedian,depthMax 
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00295.owl,22,20,4,0,0,0,0.3,118.0,19.243064880371094,0,0,1,0,0,2,1,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00295.owl,22,20,4,0,0,0,0.3,372.0,35.75035095214844,0,0,1,0,0,2,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00295.owl,22,20,4,0,0,0,0.3,19.0,6.176338195800781,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00295.owl,22,20,4,0,0,0,0.3,20.0,6.305641174316406,0,0,1,0,0,1,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00295.owl,22,20,4,0,0,0,0.3,9.0,4.477081298828125,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00295.owl,22,20,4,0,0,0,0.3,34.0,12.551734924316406,0,0,1,0,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00281.owl,164,70,37,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,6.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00281.owl,164,70,37,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00281.owl,164,70,37,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,0,1.0,0.0,1.0,0.0,3.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00281.owl,164,70,37,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00281.owl,164,70,37,0,0,0,0.3,19.0,14.184547424316406,0,0,1,0,11,23,1,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00281.owl,164,70,37,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00256.owl,44,5,44,0,0,0,0.3,7.0,7.174407958984375,0,0,1,0,10,26,1,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00256.owl,44,5,44,0,0,0,0.3,16.0,11.07513427734375,0,0,1,0,10,26,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00256.owl,44,5,44,0,0,0,0.3,8.0,9.721435546875,0,0,1,0,4,19,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00256.owl,44,5,44,0,0,0,0.3,16.0,14.366500854492188,0,0,1,0,4,19,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00256.owl,44,5,44,0,0,0,0.3,10.0,5.75396728515625,0,0,1,0,3,26,1,0.0,0.0,0.0,0.0,1.0,0.9230769230769232,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00256.owl,44,5,44,0,0,0,0.3,26.0,8.011825561523438,0,0,1,0,3,26,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00083.owl,15,0,21,0,0,0,0.3,5.0,3.503997802734375,0,0,1,0,0,6,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00083.owl,15,0,21,0,0,0,0.3,3.0,2.1006088256835938,0,0,1,0,0,6,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00083.owl,15,0,21,0,0,0,0.3,4.0,3.161582946777344,0,0,1,0,0,8,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00083.owl,15,0,21,0,0,0,0.3,3.0,3.0455780029296875,0,0,1,0,0,8,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00083.owl,15,0,21,0,0,0,0.3,5.0,5.097175598144531,0,0,1,0,0,7,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00083.owl,15,0,21,0,0,0,0.3,5.0,2.794097900390625,0,0,1,0,0,7,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00685.owl,383,4,705,0,0,0,0.3,232.0,70.65121459960938,0,0,1,0,135,575,2,94.0,0.0,0.0,0.0,19.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00685.owl,383,4,705,0,0,0,0.3,127406.0,226.27233123779297,0,0,1,0,229,575,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00685.owl,383,4,705,0,0,0,0.3,107.0,72.0495834350586,0,0,1,0,194,555,1,95.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00685.owl,383,4,705,0,0,0,0.3,118791.0,63.59200286865234,0,0,1,0,261,555,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00685.owl,383,4,705,0,0,0,0.3,97.0,89.04154968261719,0,0,1,0,278,581,1,95.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00685.owl,383,4,705,0,0,0,0.3,117808.0,117.58158111572266,0,0,1,0,355,581,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00691.owl,276,0,278,0,0,0,0.3,15.0,27.577369689941406,0,0,1,0,35,148,1,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00691.owl,276,0,278,0,0,0,0.3,322.0,75.64899444580078,0,0,1,0,35,148,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00691.owl,276,0,278,0,0,0,0.3,16.0,23.48424530029297,0,0,1,0,46,133,1,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00691.owl,276,0,278,0,0,0,0.3,341.0,104.98348236083984,0,0,1,0,46,133,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00691.owl,276,0,278,0,0,0,0.3,15.0,23.588897705078125,0,0,1,0,57,141,1,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00691.owl,276,0,278,0,0,0,0.3,377.0,147.27381896972656,0,0,1,0,57,141,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00120.owl,53,6,35,0,0,0,0.3,23.0,11.275650024414062,0,0,1,0,3,13,1,0.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00120.owl,53,6,35,0,0,0,0.3,31.0,32.28931427001953,0,0,1,0,14,13,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00120.owl,53,6,35,0,0,0,0.3,9.0,11.99321746826172,0,0,1,0,5,14,1,2.0,0.0,2.0,0.0,2.0,0.7,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00120.owl,53,6,35,0,0,0,0.3,40.0,41.20773315429688,0,0,1,0,19,14,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00120.owl,53,6,35,0,0,0,0.3,7.0,12.227523803710938,0,0,1,0,2,13,1,1.0,0.0,1.0,0.0,1.0,0.8,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00120.owl,53,6,35,0,0,0,0.3,24.0,30.75188446044922,0,0,1,0,14,13,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00493.owl,84,0,67,0,0,0,0.3,9.0,16.40911865234375,0,0,1,0,23,47,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00493.owl,84,0,67,0,0,0,0.3,61.0,57.403907775878906,0,0,1,0,33,47,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00493.owl,84,0,67,0,0,0,0.3,8.0,15.068374633789062,0,0,1,0,19,43,1,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00493.owl,84,0,67,0,0,0,0.3,60.0,54.22612762451172,0,0,1,0,27,43,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00493.owl,84,0,67,0,0,0,0.3,6.0,14.864036560058594,0,0,1,0,5,32,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00493.owl,84,0,67,0,0,0,0.3,39.0,39.36212921142578,0,0,1,0,11,32,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00336.owl,127,85,65,0,0,0,0.3,9.0,11.687141418457031,0,0,1,0,2,16,1,0.0,6.0,0.0,0.0,1.0,0.6842105263157895,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00336.owl,127,85,65,0,0,0,0.3,141.0,19.75530242919922,0,0,1,0,2,16,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00336.owl,127,85,65,0,0,0,0.3,7.0,9.96417236328125,0,0,1,0,0,10,1,0.0,1.0,0.0,0.0,0.0,0.4736842105263157,0.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00336.owl,127,85,65,0,0,0,0.3,43.0,68.93705749511719,0,0,1,0,0,10,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00336.owl,127,85,65,0,0,0,0.3,7.0,11.283126831054688,0,0,1,0,1,18,1,0.0,3.0,0.0,0.0,2.0,0.6842105263157895,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00336.owl,127,85,65,0,0,0,0.3,102.0,154.9980697631836,0,0,1,0,1,18,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00478.owl,937,0,937,0,0,0,0.3,59.0,48.01832580566406,0,0,1,0,176,458,1,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00478.owl,937,0,937,0,0,0,0.3,4449.0,176.40999603271484,0,0,1,0,176,458,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00478.owl,937,0,937,0,0,0,0.3,55.0,42.87397003173828,0,0,1,0,157,439,1,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00478.owl,937,0,937,0,0,0,0.3,3839.0,94.47908782958984,0,0,1,0,157,439,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00478.owl,937,0,937,0,0,0,0.3,44.0,39.24191284179688,0,0,1,0,91,442,1,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00478.owl,937,0,937,0,0,0,0.3,3749.0,128.4513702392578,0,0,1,0,91,442,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00479.owl,821,15,434,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,0,7.0,1.0,11.0,2.0,12.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00479.owl,821,15,434,0,0,0,0.3,0.0,0.0,1,0,0,0,0,0,,,,,,,,,1.0
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00479.owl,821,15,434,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,0,9.0,0.0,8.0,1.0,13.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00479.owl,821,15,434,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00479.owl,821,15,434,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,0,10.0,1.0,8.0,0.0,9.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00479.owl,821,15,434,0,0,0,0.3,0.0,0.0,1,0,0,0,0,0,,,,,,,,,1.0
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00337.owl,127,85,65,0,0,0,0.3,5.0,13.770782470703123,0,0,1,0,0,12,1,0.0,4.0,0.0,1.0,1.0,0.5789473684210527,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00337.owl,127,85,65,0,0,0,0.3,107.0,154.35562896728516,0,0,1,0,0,12,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00337.owl,127,85,65,0,0,0,0.3,6.0,10.912361145019531,0,0,1,0,1,16,1,0.0,7.0,0.0,0.0,1.0,0.7368421052631579,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00337.owl,127,85,65,0,0,0,0.3,148.0,24.437538146972656,0,0,1,0,1,16,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00337.owl,127,85,65,0,0,0,0.3,6.0,7.947486877441406,0,0,1,0,2,18,1,0.0,3.0,0.0,0.0,1.0,0.7894736842105263,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00337.owl,127,85,65,0,0,0,0.3,111.0,161.91594696044922,0,0,1,0,2,18,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00323.owl,11,3,11,0,0,0,0.3,2.0,3.8692779541015625,0,0,1,0,0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00323.owl,11,3,11,0,0,0,0.3,1.0,3.9218826293945312,0,0,1,0,0,3,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00323.owl,11,3,11,0,0,0,0.3,2.0,5.881782531738281,0,0,1,0,0,4,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00323.owl,11,3,11,0,0,0,0.3,2.0,5.4844970703125,0,0,1,0,0,4,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00323.owl,11,3,11,0,0,0,0.3,3.0,3.789154052734375,0,0,1,0,0,4,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00323.owl,11,3,11,0,0,0,0.3,3.0,4.0101165771484375,0,0,1,0,0,4,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00135.owl,31,25,7,0,0,0,0.3,3.0,4.32049560546875,0,0,1,0,0,2,1,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00135.owl,31,25,7,0,0,0,0.3,11.0,13.332649230957031,0,0,1,0,0,2,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00135.owl,31,25,7,0,0,0,0.3,3.0,3.4773101806640625,0,0,1,0,0,6,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00135.owl,31,25,7,0,0,0,0.3,5.0,6.9477386474609375,0,0,1,0,0,6,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00135.owl,31,25,7,0,0,0,0.3,3.0,3.192108154296875,0,0,1,0,0,6,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00135.owl,31,25,7,0,0,0,0.3,4.0,11.343856811523438,0,0,1,0,0,6,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00055.owl,219,17,153,0,0,0,0.3,14.0,15.86590576171875,0,0,1,0,41,87,1,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00055.owl,219,17,153,0,0,0,0.3,577.0,84.71964263916016,0,0,1,0,82,87,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00055.owl,219,17,153,0,0,0,0.3,13.0,15.172721862792969,0,0,1,0,25,82,1,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00055.owl,219,17,153,0,0,0,0.3,416.0,121.27948760986328,0,0,1,0,35,82,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00055.owl,219,17,153,0,0,0,0.3,15.0,12.64348602294922,0,0,1,0,44,97,1,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00055.owl,219,17,153,0,0,0,0.3,500.0,60.03157806396485,0,0,1,0,54,97,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00082.owl,452,100,229,0,0,0,0.3,105.0,39.42157745361328,0,0,1,0,129,229,4,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00082.owl,452,100,229,0,0,0,0.3,2990.0,75.5214614868164,0,0,1,0,129,229,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00082.owl,452,100,229,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,5.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00082.owl,452,100,229,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00082.owl,452,100,229,0,0,0,0.3,27.0,27.07048797607422,0,0,1,0,101,210,1,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00082.owl,452,100,229,0,0,0,0.3,2129.0,240.6553268432617,0,0,1,0,101,210,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00519.owl,166,4,164,0,0,0,0.3,11.0,13.715461730957031,0,0,1,0,40,90,3,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00519.owl,166,4,164,0,0,0,0.3,206.0,28.822662353515625,0,0,1,0,40,90,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00519.owl,166,4,164,0,0,0,0.3,13.0,9.439682006835938,0,0,1,0,44,92,2,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00519.owl,166,4,164,0,0,0,0.3,171.0,188.9490203857422,0,0,1,0,44,92,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00519.owl,166,4,164,0,0,0,0.3,12.0,8.821632385253906,0,0,1,0,50,101,2,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00519.owl,166,4,164,0,0,0,0.3,216.0,43.201995849609375,0,0,1,0,50,101,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00243.owl,57,33,29,0,0,0,0.3,4.0,3.4452667236328125,0,0,1,0,4,12,1,0.0,0.0,0.0,0.0,1.0,0.875,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00243.owl,57,33,29,0,0,0,0.3,22.0,22.635223388671875,0,0,1,0,4,12,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00243.owl,57,33,29,0,0,0,0.3,3.0,3.110687255859375,0,0,1,0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.875,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00243.owl,57,33,29,0,0,0,0.3,7.0,6.798332214355469,0,0,1,0,0,8,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00243.owl,57,33,29,0,0,0,0.3,4.0,3.064857482910156,0,0,1,0,1,8,1,0.0,1.0,0.0,0.0,0.0,0.875,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00243.owl,57,33,29,0,0,0,0.3,12.0,12.937019348144531,0,0,1,0,2,8,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00280.owl,257,0,262,0,0,0,0.3,14.0,10.77899932861328,0,0,1,0,48,130,1,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00280.owl,257,0,262,0,0,0,0.3,179.0,180.2305603027344,0,0,1,0,48,130,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00280.owl,257,0,262,0,0,0,0.3,12.0,8.942184448242188,0,0,1,0,24,103,1,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00280.owl,257,0,262,0,0,0,0.3,137.0,128.83679962158203,0,0,1,0,24,103,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00280.owl,257,0,262,0,0,0,0.3,12.0,8.645431518554688,0,0,1,0,36,112,1,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00280.owl,257,0,262,0,0,0,0.3,133.0,128.9776153564453,0,0,1,0,36,112,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00294.owl,20,5,15,0,0,0,0.3,2.0,2.1890792846679688,0,0,1,0,4,8,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/Oxford-ISG/PARTI/00294.owl,20,5,15,0,0,0,0.3,3.0,2.4315414428710938,0,0,1,0,4,8,,,,,,,,,
